chain,feature_idx,loadbearing_rank,delta_ce,density,quadrant,top_rank,prompt_idx,token_pos,token_str,context_pre,context_post,activation,is_math_token
strict,4993,26,+0.0427,0.1431,stable,2,71,26, first, one having twice as many instructions as the, one. How many instructions does Kelian,9.3906,0
strict,4993,26,+0.0427,0.1431,stable,3,11,56, dozen, cheesecakes for $55 per,. How much was the total cost?,9.3750,0
strict,4993,26,+0.0427,0.1431,stable,4,88,56, sold, sold and h be the number Harald,. We know that m + h =,9.3516,0
strict,4993,26,+0.0427,0.1431,stable,5,14,38, dance,", and the rest enrolled in hip-hop",. What percentage of the entire students enrolled,9.3203,0
strict,4993,26,+0.0427,0.1431,stable,6,72,24, slice, and cheesecakes for $4 a,. If Tommy sells 43 brown,9.2188,0
strict,4993,26,+0.0427,0.1431,stable,7,48,87, inches,*4=48>>48,".
Since the wire was cut into pieces",9.1875,0
strict,4993,26,+0.0427,0.1431,stable,8,57,52, pounds, empty truck is 3755,. What is the maximum number of boxes,9.1562,0
strict,4993,26,+0.0427,0.1431,stable,9,10,32, month, as many as the downloads in the first,", but then reduced by 30",8.5078,0
strict,4993,26,+0.0427,0.1431,stable,10,74,67, pot,ias for $2.12 per,". Artie has no change today,",8.4844,0
strict,4993,26,+0.0427,0.1431,stable,11,39,15, walk, of speed four times faster than she can,", but she can skip at a rate",8.3594,0
strict,4993,26,+0.0427,0.1431,stable,12,74,188, higher, following the 1 is 5 or,".
Artie will round his begon",8.2031,0
strict,4993,26,+0.0427,0.1431,stable,13,82,20, weighs, pounds less than 4 times what Grace,. What are their combined weights in pounds,8.1953,0
strict,4993,26,+0.0427,0.1431,stable,14,74,28,ias,"olds, petunias and begon",. He usually sells marigolds for,8.1172,0
strict,4993,26,+0.0427,0.1431,stable,15,53,45,0," repaired, the mechanic will charge $4",".  On Thursday, the mechanic repairs",8.0781,1
strict,4993,26,+0.0427,0.1431,stable,16,75,32, it, half the square footage as the level below,. If he makes a 4 leveled,8.0703,0
strict,4993,26,+0.0427,0.1431,stable,17,74,156, higher, following the 2 is 5 or,".
Artie will round his petun",7.9727,0
strict,4993,26,+0.0427,0.1431,stable,18,39,34, run, that is half as fast as she can,. If she can skip at 3,7.9688,0
strict,4993,26,+0.0427,0.1431,stable,19,90,43, adult, child will eat half as much as an,.  If there will be 2,7.8633,0
strict,6099,27,+0.0411,0.0175,redirected,0,84,96, <<, L = 14/2 =,14/2=7>>7,2.3906,1
strict,6099,27,+0.0411,0.0175,redirected,1,62,172,0,% = $<<5000,*50*.01=2,1.8633,1
strict,6099,27,+0.0411,0.0175,redirected,2,71,56, <<, 2 * 20 instructions =,2*20=40>>,1.8174,1
strict,6099,27,+0.0411,0.0175,redirected,3,77,108, <<, does 400/4 =,400/4=10,1.7646,1
strict,6099,27,+0.0411,0.0175,redirected,4,40,53, <<,’s iPhone is 1*2 =,1*2=2>>2 years,1.7090,1
strict,6099,27,+0.0411,0.0175,redirected,5,60,59, <<,/100)*25 =,(20/100)*,1.7051,1
strict,6099,27,+0.0411,0.0175,redirected,6,15,189,0,0) = $<<800,*(1.2/100,1.6885,1
strict,6099,27,+0.0411,0.0175,redirected,7,7,184,0,2 GB/minute = <<20,/2=100>>1,1.6816,1
strict,6099,27,+0.0411,0.0175,redirected,8,94,81, <<, cats is 2*60 =,2*60=120,1.6377,1
strict,6099,27,+0.0411,0.0175,redirected,9,6,60, <<, 4 * 20 sheep =,20*4=80>>,1.6318,1
strict,6099,27,+0.0411,0.0175,redirected,10,63,76, a,". A year has twelve months, so", half of the year is 12,1.6318,0
strict,6099,27,+0.0411,0.0175,redirected,11,10,79, <<, increased to 3*60 =,3*60=180,1.6270,1
strict,6099,27,+0.0411,0.0175,redirected,12,14,66, <<, 20/100 =,20*20/10,1.6035,1
strict,6099,27,+0.0411,0.0175,redirected,13,7,128, Windows, the download rate to find the time until, restarts: 80 GB /,1.5400,0
strict,6099,27,+0.0411,0.0175,redirected,14,41,161,<<, of 3*400=,3*400=12,1.5332,1
strict,6099,27,+0.0411,0.0175,redirected,15,63,88, <<, year is 12/2 =,12/2=6>>6,1.5166,1
strict,6099,27,+0.0411,0.0175,redirected,16,7,221, Windows," the whole file, and to wait for", to update: 40 minutes +,1.4922,0
strict,6099,27,+0.0411,0.0175,redirected,17,63,173,0,0/100*14,"=14>>14 less
",1.4902,1
strict,6099,27,+0.0411,0.0175,redirected,18,75,156,The,"128>>128
", four levels total to 240,1.4795,0
strict,6099,27,+0.0411,0.0175,redirected,19,10,168,0,0/100*18,"=54>>54
There",1.4678,1
strict,4904,28,+0.0397,0.0175,redirected,0,7,70, First, does it take to download the file?, find how many gigabytes are in ,2.7930,0
strict,4904,28,+0.0397,0.0175,redirected,1,13,58, First,", how many did she start with?", multiply the five remaining vacuum cleaners by two,2.5977,0
strict,4904,28,+0.0397,0.0175,redirected,2,19,65, First, she need to walk the remaining distance?, figure out how many hours it takes to,2.4492,0
strict,4904,28,+0.0397,0.0175,redirected,3,83,32, First, How many thorns are there total?, find the total number of roses: ,2.4141,0
strict,4904,28,+0.0397,0.0175,redirected,4,59,32, First, How many raspberries are there total?, find the number of fruit in clusters:,2.3340,0
strict,4904,28,+0.0397,0.0175,redirected,5,58,198, fees,7.00 in delivery/tip, for a final total of $40,2.2969,0
strict,4904,28,+0.0397,0.0175,redirected,6,17,58, First," coach, what's her annual salary?", find the total amount Jill makes per week,2.1777,0
strict,4904,28,+0.0397,0.0175,redirected,7,62,68, First,", what will her annual pension be?", find how many years Marcy works after,2.1660,0
strict,4904,28,+0.0397,0.0175,redirected,8,84,101,=,/2 = <<14/2,"7>>7 losses.
Therefore, the",2.1387,1
strict,4904,28,+0.0397,0.0175,redirected,9,93,2, to,Lee used, be able to run the 40,2.0234,0
strict,4904,28,+0.0397,0.0175,redirected,10,93,3, be,Lee used to, able to run the 400,1.5361,0
strict,4904,28,+0.0397,0.0175,redirected,11,60,88, therefore," bad, unripe and sour oranges is", 1+5+2 = <<,1.3447,0
strict,4904,28,+0.0397,0.0175,redirected,12,16,180, trains, 460 miles / 2, = <<460/2=,1.3428,0
strict,4904,28,+0.0397,0.0175,redirected,13,46,96, let, the package that she purchased? Let's, x be the number of post-it notes,1.3291,0
strict,4904,28,+0.0397,0.0175,redirected,14,5,96, that,".
If every second glass is cheaper,", means Kylar is going to buy,1.3174,0
strict,4904,28,+0.0397,0.0175,redirected,15,30,56,1,+11= <<7+1,"=18>>18
Since",1.3047,1
strict,4904,28,+0.0397,0.0175,redirected,16,24,59,%, price is X - X*25," = $19.50.
",1.3037,0
strict,4904,28,+0.0397,0.0175,redirected,17,66,152, coaches, sent 10 players + 2, = <<10+2=1,1.3018,0
strict,4904,28,+0.0397,0.0175,redirected,18,85,27, its, he has been on. Every shirt is, own quilt block. Each row is made,1.2959,0
strict,4904,28,+0.0397,0.0175,redirected,19,6,91, sheep, which is 2 * 80, = <<2*80=1,1.2910,0
strict,350,29,+0.0393,0.0768,stable,0,1,1, robe,A, takes 2 bolts of blue fiber and,7.0156,0
strict,350,29,+0.0393,0.0768,stable,1,71,1,elian,K," has two recipes for preparing dishes, one",6.7266,0
strict,350,29,+0.0393,0.0768,stable,2,10,1, new,A, program had 60 downloads in the,6.4336,0
strict,350,29,+0.0393,0.0768,stable,3,54,3,ire,The Doubtf, sisters are driving home with 7 kittens,6.4336,0
strict,350,29,+0.0393,0.0768,stable,4,41,1, great,The," dragon, Perg, sat high atop",6.3516,0
strict,350,29,+0.0393,0.0768,stable,5,11,2,la,Tou, went to the bakery and bought various types,6.2109,0
strict,350,29,+0.0393,0.0768,stable,6,87,1, company,A, pays each of its employees $60,6.1562,0
strict,350,29,+0.0393,0.0768,stable,7,6,1,oulouse,T, has twice as many sheep as Charleston.,6.0664,0
strict,350,29,+0.0393,0.0768,stable,8,84,1, football,A, team played 22 games. They,6.0508,0
strict,350,29,+0.0393,0.0768,stable,9,85,1, is,Gene, sewing a quilt out of old souvenir t,5.9375,0
strict,350,29,+0.0393,0.0768,stable,10,76,2,ilia,Cec, just bought a new puppy. According to,5.8555,0
strict,350,29,+0.0393,0.0768,stable,11,66,1, are,There, four schools competing at a basketball tournament.,5.8047,0
strict,350,29,+0.0393,0.0768,stable,12,68,1, are,There, twice as many boys as girls at Dr,5.8047,0
strict,350,29,+0.0393,0.0768,stable,13,41,2, dragon,The great,", Perg, sat high atop mount",5.7656,0
strict,350,29,+0.0393,0.0768,stable,14,59,1, raspberry,A, bush has 6 clusters of 2,5.7539,0
strict,350,29,+0.0393,0.0768,stable,15,5,2,ar,Kyl, went to the store to buy glasses for,5.7422,0
strict,350,29,+0.0393,0.0768,stable,16,59,2, bush,A raspberry, has 6 clusters of 20,5.7266,0
strict,350,29,+0.0393,0.0768,stable,17,57,1, wooden,A, bridge can carry no more than 5,5.6797,0
strict,350,29,+0.0393,0.0768,stable,18,31,1,unter,G, is trying to count the jelly beans in,5.6523,0
strict,350,29,+0.0393,0.0768,stable,19,54,4, sisters,The Doubtfire, are driving home with 7 kittens adopted,5.6055,0
strict,3083,30,+0.0365,0.0180,stable,0,90,13, dinosaur, was planning to bring potato salad to the, picnic.  He knows that an adult,2.0156,0
strict,3083,30,+0.0365,0.0180,stable,1,43,2, its,According to," nutritional info, a bag of chips has",1.9629,0
strict,3083,30,+0.0365,0.0180,stable,2,15,65, same, rise 1.2% within the, month. If the merchant is looking to,1.5352,0
strict,3083,30,+0.0365,0.0180,stable,3,4,26, help," seeds, mealworms and vegetables to", keep them healthy.  She gives the,1.5039,0
strict,3083,30,+0.0365,0.0180,stable,4,41,192,-foot, is beyond the 1000, reach of the dragon's flames by a,1.4824,1
strict,3083,30,+0.0365,0.0180,stable,5,93,67, with,"8 seconds, how fast can Gerald,"," his improved diet, run the 4",1.1973,0
strict,3083,30,+0.0365,0.0180,stable,6,45,37, about, of 4 hours to research and write,". Last week, she wrote 5",1.1797,0
strict,3083,30,+0.0365,0.0180,stable,7,39,27, is, can skip at a rate of speed that, half as fast as she can run.,1.1777,0
strict,3083,30,+0.0365,0.0180,stable,8,39,26, that, she can skip at a rate of speed, is half as fast as she can run,1.0938,0
strict,3083,30,+0.0365,0.0180,stable,9,93,68, his," seconds, how fast can Gerald, with"," improved diet, run the 40",1.0605,0
strict,3083,30,+0.0365,0.0180,stable,10,76,1,ec,C,ilia just bought a new puppy. According,1.0098,0
strict,3083,30,+0.0365,0.0180,stable,11,8,58, driving,.  He spends the next half-hour, at a speed of 30mph,0.9614,0
strict,3083,30,+0.0365,0.0180,stable,12,13,20, green, a third of her vacuum cleaners at the," house, 2 more to the red",0.8398,0
strict,3083,30,+0.0365,0.0180,stable,13,29,42, the, heels that together cost five dollars less than, boots. If one pair of heels costs,0.8291,0
strict,3083,30,+0.0365,0.0180,stable,14,23,6, cent,A candle melts by 2,imeters every hour that it burns. How,0.8179,0
strict,3083,30,+0.0365,0.0180,stable,15,15,76, at, If the merchant is looking to maximize profit, the end of this month by making a,0.8022,0
strict,3083,30,+0.0365,0.0180,stable,16,48,19, The, to support tomato plants in the garden., wire was cut into pieces 6 inches,0.6626,0
strict,3083,30,+0.0365,0.0180,stable,17,29,55, the, pair of heels costs $33 and," other costs twice as much, how many",0.4509,0
strict,3083,30,+0.0365,0.0180,stable,18,0,1,et,Jan,’s ducks lay 16 eggs per,0.0000,0
strict,3083,30,+0.0365,0.0180,stable,19,0,2,’s,Janet, ducks lay 16 eggs per day,0.0000,0
strict,5004,31,+0.0348,0.0048,reweighted,0,15,124,0,0*(2.5/10,) = $<<5000,7.1367,1
strict,5004,31,+0.0348,0.0048,reweighted,1,15,140,0,0*(2.5/10,)=125>>125,7.0234,1
strict,5004,31,+0.0348,0.0048,reweighted,2,31,88,2,)= <<20+(80/,")=60>>60
The",6.7305,1
strict,5004,31,+0.0348,0.0048,reweighted,3,60,54,0, oranges is (20/10,)*25 = <<(20,6.3984,1
strict,5004,31,+0.0348,0.0048,reweighted,4,84,53,8,"8.
The team played (L+",) + L = 2L +,6.2617,1
strict,5004,31,+0.0348,0.0048,reweighted,5,15,181,0,0*(1.2/10,) = $<<8000,6.1367,1
strict,5004,31,+0.0348,0.0048,reweighted,6,26,108,2,+22.50+4,)=243>>243,6.1250,1
strict,5004,31,+0.0348,0.0048,reweighted,7,19,54, hour," hour, what speed (in miles per",) does she need to walk the remaining,6.1094,0
strict,5004,31,+0.0348,0.0048,reweighted,8,95,95,0,00-80=12,">>120 are girls.
Out",5.7852,1
strict,5004,31,+0.0348,0.0048,reweighted,9,37,88,0, <<8*20=16,">>160
He earned $",5.6250,1
strict,5004,31,+0.0348,0.0048,reweighted,10,31,79,2, 20 + (80/,)= <<20+(80/,5.6211,1
strict,5004,31,+0.0348,0.0048,reweighted,11,15,197,0,0*(1.2/10,")=96>>96
If",5.6172,1
strict,5004,31,+0.0348,0.0048,reweighted,12,95,162,0,120-80=4,>>40 girls are not in the,5.5859,1
strict,5004,31,+0.0348,0.0048,reweighted,13,23,77,8, 4 = <<2*4=,">>8 centimeters shorter.
#### ",5.5547,1
strict,5004,31,+0.0348,0.0048,reweighted,14,10,196,6,80-54=12,>>126 downloads in the third,5.4805,1
strict,5004,31,+0.0348,0.0048,reweighted,15,37,121,5,160+5=16,">>165
He sold ",5.4648,1
strict,5004,31,+0.0348,0.0048,reweighted,16,44,218,0,*20=40.0,">>40.00
If",5.4648,1
strict,5004,31,+0.0348,0.0048,reweighted,17,31,125,0,*1.25=10,">>100
The total amount",5.4570,1
strict,5004,31,+0.0348,0.0048,reweighted,18,44,169,0,0*2=20.0,">>20.00
He",5.4453,1
strict,5004,31,+0.0348,0.0048,reweighted,19,76,121,0,180*1=18,">>180 cups
The number",5.4414,1
strict,480,32,+0.0347,0.0170,reweighted,0,52,147, .,5 toys because 7.5 /,5 = <<15=15,2.7266,1
strict,480,32,+0.0347,0.0170,reweighted,1,73,150,ela,">>765.
Thus, Shi", will pay $765/3,2.2539,0
strict,480,32,+0.0347,0.0170,reweighted,2,52,78, .,.5 pounds because 30 x,25 = <<30*.2,2.0898,1
strict,480,32,+0.0347,0.0170,reweighted,3,86,91, Greg, alarm ring in all? The second time,"’s alarm went off, it rang three",2.0898,0
strict,480,32,+0.0347,0.0170,reweighted,4,13,163, can, of vacuum cleaners Melanie started with. We, find x by dividing each side of the,2.0801,0
strict,480,32,+0.0347,0.0170,reweighted,5,62,36, she,". Starting after 20 years,", becomes entitled to 5% of the,2.0332,0
strict,480,32,+0.0347,0.0170,reweighted,6,81,30, Charlie,23 stickers for his birthday. Then, gave 9 of the stickers to his,1.9775,0
strict,480,32,+0.0347,0.0170,reweighted,7,9,22, She, works each week is $10., also receives an overtime pay of 1,1.9082,0
strict,480,32,+0.0347,0.0170,reweighted,8,29,22, she," that fit her shoe budget. However,", has to choose between the boots and two,1.7773,0
strict,480,32,+0.0347,0.0170,reweighted,9,6,1,oulouse,T, has twice as many sheep as Charleston.,1.7422,0
strict,480,32,+0.0347,0.0170,reweighted,10,97,9, they," Freda cooks canned tomatoes into sauce,", lose half their volume. Each 1,1.7002,0
strict,480,32,+0.0347,0.0170,reweighted,11,54,3,ire,The Doubtf, sisters are driving home with 7 kittens,1.6973,0
strict,480,32,+0.0347,0.0170,reweighted,12,9,41,iza, times her regular hourly rate. If El, worked for 45 hours this week,1.6904,0
strict,480,32,+0.0347,0.0170,reweighted,13,97,31,a, that she uses contains three tomatoes. Fred,’s last batch of tomato sauce made ,1.5957,0
strict,480,32,+0.0347,0.0170,reweighted,14,64,8, trip,Sophia is thinking of taking a road," in her car, and would like to",1.5918,0
strict,480,32,+0.0347,0.0170,reweighted,15,20,42, I," water. But as I pour it,", spill one liter of the orange drink.,1.5596,0
strict,480,32,+0.0347,0.0170,reweighted,16,81,45, to, to his sister and used 28, decorate a greeting card. How many stickers,1.5146,0
strict,480,32,+0.0347,0.0170,reweighted,17,64,95, miles, a single tank of gas? To find, per gallon divide 100 miles,1.4912,0
strict,480,32,+0.0347,0.0170,reweighted,18,81,42, , of the stickers to his sister and used,28 to decorate a greeting card.,1.4131,0
strict,480,32,+0.0347,0.0170,reweighted,19,54,4, sisters,The Doubtfire, are driving home with 7 kittens adopted,1.3965,0
strict,3535,33,+0.0311,0.0175,redirected,0,75,44, the, makes a 4 leveled sandcastle where, top level has a square footage of ,1.2314,0
strict,3535,33,+0.0311,0.0175,redirected,1,5,1,yl,K,ar went to the store to buy glasses,1.1953,0
strict,3535,33,+0.0311,0.0175,redirected,2,86,31, The, to ring until Greg turns it off.," first time it went off today, it",1.1846,0
strict,3535,33,+0.0311,0.0175,redirected,3,21,39, ago," now 31, how many years", was Raymond's son born? When Raymond,1.0957,0
strict,3535,33,+0.0311,0.0175,redirected,4,71,69,The,"=40>>40 instructions.
", total for the two dishes is 4,1.0889,0
strict,3535,33,+0.0311,0.0175,redirected,5,88,15, Har, 10 times as many copies as,ald's. If they sold 8,0.9648,0
strict,3535,33,+0.0311,0.0175,redirected,6,48,9, feet,acy used a piece of wire 4, long to support tomato plants in the garden,0.9502,0
strict,3535,33,+0.0311,0.0175,redirected,7,54,105,Since,"=21>>21 kittens
", Trixie's kittens are 1,0.8809,0
strict,3535,33,+0.0311,0.0175,redirected,8,52,1,ah,Uri,'s book bag is getting too heavy for,0.8516,0
strict,3535,33,+0.0311,0.0175,redirected,9,21,42,'s,"1, how many years ago was Raymond", son born? When Raymond's son was,0.7319,0
strict,3535,33,+0.0311,0.0175,redirected,10,98,96, The, in the first 15 minutes?, cars that exited do not need to be,0.5947,0
strict,3535,33,+0.0311,0.0175,redirected,11,85,24, Every, from each vacation he has been on., shirt is its own quilt block. Each,0.5591,0
strict,3535,33,+0.0311,0.0175,redirected,12,0,1,et,Jan,’s ducks lay 16 eggs per,0.0000,0
strict,3535,33,+0.0311,0.0175,redirected,13,0,2,’s,Janet, ducks lay 16 eggs per day,0.0000,0
strict,3535,33,+0.0311,0.0175,redirected,14,0,3, ducks,Janet’s, lay 16 eggs per day.,0.0000,0
strict,3535,33,+0.0311,0.0175,redirected,15,0,4, lay,Janet’s ducks, 16 eggs per day. She,0.0000,0
strict,3535,33,+0.0311,0.0175,redirected,16,0,5, ,Janet’s ducks lay,16 eggs per day. She eats,0.0000,0
strict,3535,33,+0.0311,0.0175,redirected,17,0,6,1,Janet’s ducks lay ,6 eggs per day. She eats three,0.0000,1
strict,3535,33,+0.0311,0.0175,redirected,18,0,7,6,Janet’s ducks lay 1, eggs per day. She eats three for,0.0000,1
strict,3535,33,+0.0311,0.0175,redirected,19,0,8, eggs,Janet’s ducks lay 16, per day. She eats three for breakfast,0.0000,0
strict,1668,34,+0.0296,0.0179,rotated,0,73,167,=, = $<<765/3,255>>255 each,6.7695,1
strict,1668,34,+0.0296,0.0179,rotated,1,54,97,=, * 7 = <<3*7,"21>>21 kittens
Since",5.3750,1
strict,1668,34,+0.0296,0.0179,rotated,2,18,57,=,3*7 = <<3*7,21>>21 eggs a week,5.0508,1
strict,1668,34,+0.0296,0.0179,rotated,3,87,192,=, = $<<3*720,2160>>216,4.7422,1
strict,1668,34,+0.0296,0.0179,rotated,4,20,152,=,3 = <<9*2/3,"6>>6 liters are water.
Thus",4.7227,1
strict,1668,34,+0.0296,0.0179,rotated,5,78,68,=, 3 = <<18/3,"6>>6.
The cost of using",4.7070,1
strict,1668,34,+0.0296,0.0179,rotated,6,57,107,=,000-3755,1245>>124,4.6289,1
strict,1668,34,+0.0296,0.0179,rotated,7,32,75,=,5*7=<<5*7,35>>35 hours per week,4.4922,1
strict,1668,34,+0.0296,0.0179,rotated,8,3,67,=,60=<<9*60,540>>540 meters,4.2539,1
strict,1668,34,+0.0296,0.0179,rotated,9,12,175,=, = <<90/7.5,"12>>12
He will",4.2227,1
strict,1668,34,+0.0296,0.0179,rotated,10,28,100,=, miles = <<60-35,25>>25 miles between his,4.1992,1
strict,1668,34,+0.0296,0.0179,rotated,11,8,285,=,<<180-135,45>>45 miles away from,4.0352,1
strict,1668,34,+0.0296,0.0179,rotated,12,83,96,=,/rose = <<75*8,600>>600 th,3.6523,1
strict,1668,34,+0.0296,0.0179,rotated,13,87,185, $, years * $720/year =,<<3*720=2,3.6445,0
strict,1668,34,+0.0296,0.0179,rotated,14,96,49,=,3 = <<9*2/3,"6>>6 hours.
So, Harry",3.6289,1
strict,1668,34,+0.0296,0.0179,rotated,15,72,134,=, $<<129+92,"221>>221
",3.5391,1
strict,1668,34,+0.0296,0.0179,rotated,16,31,196,=,3 = <<240/3,"80>>80
#### ",3.4785,1
strict,1668,34,+0.0296,0.0179,rotated,17,3,61,=,So he runs 9*60,<<9*60=54,3.4668,1
strict,1668,34,+0.0296,0.0179,rotated,18,87,149,=,100*7200,720>>720/year,3.2617,1
strict,1668,34,+0.0296,0.0179,rotated,19,63,289,=,<<840+756,1596>>159,3.2363,1
strict,925,35,+0.0284,0.0209,redirected,0,39,25, speed, but she can skip at a rate of, that is half as fast as she can,2.5859,0
strict,925,35,+0.0284,0.0209,redirected,1,86,52, rang," The second time it went off, it", for three times as long as the first,2.4570,0
strict,925,35,+0.0284,0.0209,redirected,2,14,101,=, 4 = <<20-4,16>>16 students are enrolled,2.3164,1
strict,925,35,+0.0284,0.0209,redirected,3,58,198, fees,7.00 in delivery/tip, for a final total of $40,2.3164,0
strict,925,35,+0.0284,0.0209,redirected,4,84,124,=, 7 = <<22-7,"15>>15 games.
####",2.3066,1
strict,925,35,+0.0284,0.0209,redirected,5,60,102,=,2 = <<1+5+2,"8>>8 oranges
The rest which",2.2441,1
strict,925,35,+0.0284,0.0209,redirected,6,20,152,=,3 = <<9*2/3,"6>>6 liters are water.
Thus",2.2109,1
strict,925,35,+0.0284,0.0209,redirected,7,78,68,=, 3 = <<18/3,"6>>6.
The cost of using",2.0410,1
strict,925,35,+0.0284,0.0209,redirected,8,15,73, to, same month. If the merchant is looking, maximize profit at the end of this month,1.9990,0
strict,925,35,+0.0284,0.0209,redirected,9,38,139,=,+1.5+1.5,"6>>6 hours.
So he runs",1.9600,1
strict,925,35,+0.0284,0.0209,redirected,10,86,68, rang," first time. The third time, it", for half as long as the second time,1.9473,0
strict,925,35,+0.0284,0.0209,redirected,11,39,178, one,"3)=4>>4 hours.
If","-third of the time is spent running,",1.9014,0
strict,925,35,+0.0284,0.0209,redirected,12,29,16, her, comes across a pair of boots that fit," shoe budget. However, she has to",1.8867,0
strict,925,35,+0.0284,0.0209,redirected,13,84,83, , = 22 - 8 =,"14
So L = 1",1.8770,0
strict,925,35,+0.0284,0.0209,redirected,14,72,134,=, $<<129+92,"221>>221
",1.8281,1
strict,925,35,+0.0284,0.0209,redirected,15,60,123,=,-8 = <<25-8,17>>17 oranges are good,1.8164,1
strict,925,35,+0.0284,0.0209,redirected,16,39,177,If,"/3)=4>>4 hours.
", one-third of the time is spent running,1.8076,0
strict,925,35,+0.0284,0.0209,redirected,17,75,198,=,64+32+16,"240>>240
",1.8076,1
strict,925,35,+0.0284,0.0209,redirected,18,39,65, and, she spends one-third of the time running, two-thirds of the time walking? If,1.7988,0
strict,925,35,+0.0284,0.0209,redirected,19,7,212, download,"40% of the file, to"," the whole file, and to wait for",1.7773,0
strict,3897,36,+0.0273,0.0180,reweighted,0,79,51, gave, does the grooming cost? The groomer, a 100*.3=$,3.6777,0
strict,3897,36,+0.0273,0.0180,reweighted,1,81,31, gave,3 stickers for his birthday. Then Charlie, 9 of the stickers to his sister,3.5547,0
strict,3897,36,+0.0273,0.0180,reweighted,2,81,97, given,">>54.
The number of stickers", away and used on the greeting card is,3.5430,0
strict,3897,36,+0.0273,0.0180,reweighted,3,99,57, give," generous, she has decided that she will", 1 potted plant from each ledge,3.0723,0
strict,3897,36,+0.0273,0.0180,reweighted,4,33,71,=,"
2*x=80
x",<<40=40>>4,2.8242,1
strict,3897,36,+0.0273,0.0180,reweighted,5,52,147, .,5 toys because 7.5 /,5 = <<15=15,2.3906,1
strict,3897,36,+0.0273,0.0180,reweighted,6,4,33, gives, to help keep them healthy.  She, the chickens their feed in three separate meals,2.3750,0
strict,3897,36,+0.0273,0.0180,reweighted,7,7,148,=,/minute = <<80/2,"40>>40 minutes
Then",2.3535,1
strict,3897,36,+0.0273,0.0180,reweighted,8,76,94, given,? The number of cups of dog food, for the first 180 days,2.3301,0
strict,3897,36,+0.0273,0.0180,reweighted,9,14,101,=, 4 = <<20-4,16>>16 students are enrolled,2.3105,1
strict,3897,36,+0.0273,0.0180,reweighted,10,15,229, thereby,", he will choose to purchase jewelry,", making a profit of $<<12,2.1250,0
strict,3897,36,+0.0273,0.0180,reweighted,11,62,112, amount," years
Then multiply that number by the", of her pension she gets per year:,2.1113,0
strict,3897,36,+0.0273,0.0180,reweighted,12,41,192,-foot, is beyond the 1000, reach of the dragon's flames by a,2.1055,1
strict,3897,36,+0.0273,0.0180,reweighted,13,52,78, .,.5 pounds because 30 x,25 = <<30*.2,2.0547,1
strict,3897,36,+0.0273,0.0180,reweighted,14,12,154, pay, 12 years to earn enough to, off the tree because 90 /,1.9541,0
strict,3897,36,+0.0273,0.0180,reweighted,15,99,156, giveaway,"otted plants
Tomorrow, Mary’s plant", will be 40 *1 =,1.8896,0
strict,3897,36,+0.0273,0.0180,reweighted,16,31,80,)=,20 + (80/2, <<20+(80/2,1.8379,1
strict,3897,36,+0.0273,0.0180,reweighted,17,76,171, given,"
The number of cups of dog food", for the rest of the first year is,1.7861,0
strict,3897,36,+0.0273,0.0180,reweighted,18,68,130,/,0 students would need 180,5 = <<180/5,1.7441,1
strict,3897,36,+0.0273,0.0180,reweighted,19,4,48, gives," separate meals. In the morning, she", her flock of chickens 15 cups,1.7070,0
strict,774,37,+0.0267,0.0018,rotated,0,80,45,1, the girls got 24 x ,/6 = <<24*1,5.6914,1
strict,774,37,+0.0267,0.0018,rotated,1,95,50,2, There are 200 x ,/5 = <<200*,4.9922,1
strict,774,37,+0.0267,0.0018,rotated,2,31,78,/, because 20 + (80,2)= <<20+(80,4.8594,1
strict,774,37,+0.0267,0.0018,rotated,3,34,50,/, of Raymond's jewels is 40,2 = <<40/2=,4.6445,1
strict,774,37,+0.0267,0.0018,rotated,4,86,154, ,", so it rang 12 /",2 = <<12/2=,4.6367,0
strict,774,37,+0.0267,0.0018,rotated,5,80,42,4,? Each of the girls got 2, x 1/6 = <<2,4.6289,1
strict,774,37,+0.0267,0.0018,rotated,6,90,96,/, 10 pounds is 10,2=<<10/2=,4.6094,1
strict,774,37,+0.0267,0.0018,rotated,7,60,66,0, = <<(20/10,)*25=5>>5 oranges,4.5742,1
strict,774,37,+0.0267,0.0018,rotated,8,96,45,*, * 2/3 = <<9,2/3=6>>6 hours,4.5742,1
strict,774,37,+0.0267,0.0018,rotated,9,31,75, (, 60 because 20 +,80/2)= <<20,4.5352,0
strict,774,37,+0.0267,0.0018,rotated,10,60,62,0,0)*25 = <<(2,/100)*25=,4.5078,1
strict,774,37,+0.0267,0.0018,rotated,11,95,118,2," girls, 120 x ",/3 = <<120*,4.5000,1
strict,774,37,+0.0267,0.0018,rotated,12,87,143,0, = $<<10/10,*7200=72,4.4414,1
strict,774,37,+0.0267,0.0018,rotated,13,90,95,0, of 10 pounds is 1,/2=<<10/2,4.3477,1
strict,774,37,+0.0267,0.0018,rotated,14,63,165,0,*140 = $<<1,/100*140,4.3164,1
strict,774,37,+0.0267,0.0018,rotated,15,31,86,0,/2)= <<20+(8,/2)=60>>60,4.3086,1
strict,774,37,+0.0267,0.0018,rotated,16,63,85,/, half of the year is 12,2 = <<12/2=,4.2734,1
strict,774,37,+0.0267,0.0018,rotated,17,60,50,0, of 25 oranges is (2,/100)*25 =,4.2695,1
strict,774,37,+0.0267,0.0018,rotated,18,95,117, ,"0 girls, 120 x",2/3 = <<120,4.2578,0
